account_id,customer_id,account_type,balance,currency,branch_code,status,opened_date,created_at,updated_at
20959,4584,Current,324173.61,INR,BR001,ACTIVE,2024-11-16,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20960,4415,Savings,495864.82,INR,BR001,ACTIVE,2021-09-01,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20961,1516,Savings,119030.19,INR,BR002,ACTIVE,2024-07-23,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20962,3490,Current,458977.16,INR,BR002,ACTIVE,2023-09-15,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20963,2573,Current,35062.44,INR,BR003,ACTIVE,2020-08-04,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20964,3631,Savings,465563.65,INR,BR003,ACTIVE,2023-02-04,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20965,3310,Savings,416351.02,INR,BR003,ACTIVE,2023-08-23,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20966,3797,Savings,11451.73,INR,BR002,ACTIVE,2020-10-07,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20967,1819,Current,149794.50,INR,BR001,ACTIVE,2022-01-28,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20968,4050,Savings,26427.37,INR,BR003,ACTIVE,2022-09-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20969,4535,Savings,497757.43,INR,BR002,ACTIVE,2023-05-26,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20970,3915,Current,214494.16,INR,BR002,ACTIVE,2021-01-21,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20971,4762,Savings,331424.59,INR,BR003,ACTIVE,2020-01-12,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20972,1608,Savings,117861.10,INR,BR002,ACTIVE,2021-05-05,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20973,3958,Savings,466934.38,INR,BR001,ACTIVE,2024-04-14,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20974,4299,Savings,137812.87,INR,BR004,ACTIVE,2023-02-10,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20975,1523,Savings,130847.09,INR,BR002,ACTIVE,2020-07-17,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20976,2802,Savings,157985.45,INR,BR002,ACTIVE,2024-07-30,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20977,2213,Savings,231782.09,INR,BR004,ACTIVE,2024-10-29,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20978,4281,Current,10247.83,INR,BR001,ACTIVE,2024-08-01,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20979,2037,Savings,299320.91,INR,BR003,ACTIVE,2024-05-17,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20980,4961,Savings,16801.23,INR,BR002,ACTIVE,2022-02-14,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20981,1162,Savings,270062.04,INR,BR001,ACTIVE,2024-02-14,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20982,4644,Savings,229484.57,INR,BR003,ACTIVE,2020-12-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20983,2517,Savings,122030.98,INR,BR001,ACTIVE,2023-09-24,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20984,4507,Savings,165554.24,INR,BR004,ACTIVE,2021-09-18,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20985,3053,Savings,353124.25,INR,BR002,ACTIVE,2025-01-09,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20986,3032,Savings,5789.16,INR,BR001,ACTIVE,2020-08-03,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20987,1202,Savings,159006.92,INR,BR003,ACTIVE,2022-06-14,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20988,3464,Current,340468.33,INR,BR003,ACTIVE,2023-08-24,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20989,2036,Savings,76984.66,INR,BR003,ACTIVE,2020-04-12,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20990,1948,Savings,280632.44,INR,BR004,ACTIVE,2021-01-15,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20991,2421,Savings,85297.53,INR,BR001,ACTIVE,2020-01-29,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20992,2365,Current,78226.18,INR,BR001,ACTIVE,2022-03-31,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20993,1752,Savings,386367.77,INR,BR003,ACTIVE,2020-04-24,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20994,1950,Savings,133996.15,INR,BR003,ACTIVE,2022-04-19,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20995,3421,Current,188508.79,INR,BR003,ACTIVE,2021-08-27,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20996,4450,Current,365279.01,INR,BR004,ACTIVE,2021-01-02,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20997,2249,Current,90580.28,INR,BR004,ACTIVE,2023-09-17,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20998,2206,Savings,266336.77,INR,BR002,ACTIVE,2024-07-12,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
20999,2321,Current,458992.01,INR,BR002,ACTIVE,2023-05-01,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21000,4888,Savings,277359.58,INR,BR002,ACTIVE,2022-01-23,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21001,2331,Savings,25374.04,INR,BR003,ACTIVE,2020-08-28,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21002,1431,Savings,295258.94,INR,BR004,ACTIVE,2023-10-07,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21003,3738,Savings,45986.55,INR,BR004,ACTIVE,2024-04-02,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21004,3166,Savings,141780.15,INR,BR002,ACTIVE,2020-10-17,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21005,4424,Savings,424987.88,INR,BR003,ACTIVE,2024-08-18,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21006,1588,Savings,6523.49,INR,BR001,ACTIVE,2020-12-27,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21007,4118,Savings,39429.64,INR,BR003,ACTIVE,2022-03-03,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21008,3275,Savings,182318.70,INR,BR003,ACTIVE,2023-07-11,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21009,4428,Savings,499698.54,INR,BR002,ACTIVE,2022-06-27,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21010,4366,Savings,146640.09,INR,BR004,ACTIVE,2024-06-08,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21011,2264,Savings,79480.03,INR,BR004,ACTIVE,2021-05-08,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21012,3396,Savings,275161.64,INR,BR001,ACTIVE,2023-04-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21013,1141,Savings,260108.26,INR,BR004,ACTIVE,2020-04-14,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21014,1204,Savings,225360.17,INR,BR004,ACTIVE,2024-11-03,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21015,4734,Savings,473380.22,INR,BR001,ACTIVE,2024-03-11,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21016,2004,Savings,140794.54,INR,BR001,ACTIVE,2024-03-12,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21017,2666,Savings,147368.79,INR,BR002,ACTIVE,2025-01-15,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21018,1861,Savings,70988.23,INR,BR002,ACTIVE,2020-03-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21019,1845,Savings,348946.72,INR,BR002,ACTIVE,2022-08-29,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21020,4043,Current,161363.37,INR,BR002,ACTIVE,2021-12-09,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21021,4341,Savings,401567.41,INR,BR004,ACTIVE,2021-02-19,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21022,3361,Savings,485907.18,INR,BR002,ACTIVE,2021-11-09,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21023,4490,Current,22798.94,INR,BR003,ACTIVE,2024-10-08,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21024,2939,Current,496567.82,INR,BR001,ACTIVE,2020-11-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21025,1137,Savings,127798.01,INR,BR002,ACTIVE,2021-11-27,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21026,2652,Savings,210635.07,INR,BR001,ACTIVE,2024-10-13,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21027,3399,Savings,389093.93,INR,BR004,ACTIVE,2021-12-29,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21028,4233,Savings,333000.24,INR,BR002,ACTIVE,2021-08-30,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21029,2691,Savings,389440.02,INR,BR003,ACTIVE,2024-07-29,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21030,3221,Savings,233699.68,INR,BR001,ACTIVE,2024-04-30,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21031,2154,Current,458117.47,INR,BR002,ACTIVE,2024-09-29,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21032,1079,Current,395180.46,INR,BR003,ACTIVE,2024-02-02,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21033,1979,Current,155304.76,INR,BR004,ACTIVE,2023-01-31,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21034,1569,Savings,474291.63,INR,BR003,ACTIVE,2023-09-04,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21035,3911,Savings,480566.04,INR,BR004,ACTIVE,2024-02-10,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21036,3105,Savings,208111.72,INR,BR001,ACTIVE,2023-08-09,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21037,4472,Savings,326328.28,INR,BR002,ACTIVE,2020-01-16,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21038,3411,Savings,407569.50,INR,BR003,ACTIVE,2023-01-18,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21039,4407,Savings,408833.06,INR,BR003,ACTIVE,2022-09-23,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21040,1134,Current,8047.65,INR,BR003,ACTIVE,2022-04-13,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21041,3062,Current,314877.80,INR,BR004,ACTIVE,2020-10-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21042,1283,Savings,486875.95,INR,BR001,ACTIVE,2021-08-19,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21043,3854,Savings,116442.23,INR,BR001,ACTIVE,2020-12-30,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21044,4731,Savings,398008.82,INR,BR002,ACTIVE,2024-04-21,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21045,4493,Current,267589.56,INR,BR002,ACTIVE,2022-08-15,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21046,1127,Savings,111513.64,INR,BR001,ACTIVE,2024-05-26,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21047,3027,Current,26467.95,INR,BR001,ACTIVE,2023-03-13,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21048,2796,Savings,380200.93,INR,BR001,ACTIVE,2021-01-25,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21049,2850,Current,158918.70,INR,BR003,ACTIVE,2021-05-02,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21050,1218,Savings,188417.43,INR,BR004,ACTIVE,2020-08-20,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21051,4977,Current,243130.30,INR,BR001,ACTIVE,2022-04-19,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21052,1745,Current,254090.26,INR,BR002,ACTIVE,2024-12-25,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21053,4953,Savings,103886.60,INR,BR004,ACTIVE,2024-07-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21054,3728,Savings,335650.35,INR,BR003,ACTIVE,2024-06-01,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21055,4727,Current,346577.45,INR,BR004,ACTIVE,2022-02-01,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21056,4561,Savings,72008.16,INR,BR001,ACTIVE,2022-12-20,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21057,4045,Savings,266921.86,INR,BR004,ACTIVE,2024-10-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21058,1260,Current,305020.41,INR,BR002,ACTIVE,2021-11-11,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21059,2242,Current,93939.52,INR,BR004,ACTIVE,2023-10-12,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21060,2844,Savings,447336.60,INR,BR001,ACTIVE,2021-03-21,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21061,2682,Savings,241930.10,INR,BR004,ACTIVE,2022-02-09,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21062,2513,Savings,58399.15,INR,BR004,ACTIVE,2025-01-01,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21063,2467,Savings,167863.69,INR,BR004,ACTIVE,2023-06-04,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21064,1099,Current,239003.26,INR,BR002,ACTIVE,2023-09-14,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21065,1182,Savings,6061.93,INR,BR004,ACTIVE,2020-07-18,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21066,3217,Current,16923.03,INR,BR004,ACTIVE,2020-12-21,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21067,3281,Savings,28704.78,INR,BR003,ACTIVE,2023-05-07,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21068,1956,Savings,269529.48,INR,BR004,ACTIVE,2020-11-19,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21069,2117,Current,168708.01,INR,BR004,ACTIVE,2022-11-20,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21070,4701,Savings,446658.92,INR,BR003,ACTIVE,2021-06-05,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21071,1472,Savings,280057.70,INR,BR002,ACTIVE,2023-12-03,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21072,2540,Current,380188.27,INR,BR002,ACTIVE,2024-01-19,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21073,2109,Current,343879.46,INR,BR003,ACTIVE,2021-01-10,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21074,1679,Savings,260640.04,INR,BR003,ACTIVE,2023-02-28,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21075,2543,Savings,372615.50,INR,BR004,ACTIVE,2023-01-08,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21076,1381,Savings,272808.15,INR,BR002,ACTIVE,2024-05-10,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21077,4479,Current,193342.70,INR,BR002,ACTIVE,2021-01-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21078,2256,Current,218466.61,INR,BR004,ACTIVE,2021-05-12,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21079,3299,Savings,419412.17,INR,BR001,ACTIVE,2022-10-31,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21080,4157,Savings,282073.51,INR,BR004,ACTIVE,2024-03-29,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21081,3367,Current,189270.78,INR,BR001,ACTIVE,2020-02-21,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21082,3241,Savings,90691.83,INR,BR004,ACTIVE,2023-06-02,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21083,2659,Current,248183.56,INR,BR003,ACTIVE,2023-07-05,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21084,3985,Current,126949.65,INR,BR004,ACTIVE,2023-07-17,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21085,3649,Current,477834.36,INR,BR003,ACTIVE,2023-10-01,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21086,3655,Savings,246000.06,INR,BR001,ACTIVE,2022-01-24,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21087,4959,Savings,5465.19,INR,BR001,ACTIVE,2023-06-13,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21088,4372,Savings,47345.72,INR,BR003,ACTIVE,2025-01-09,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21089,4430,Savings,142877.92,INR,BR003,ACTIVE,2020-01-26,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21090,2581,Savings,46989.26,INR,BR002,ACTIVE,2020-06-16,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21091,1765,Savings,447087.15,INR,BR002,ACTIVE,2023-05-14,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21092,4525,Savings,427321.43,INR,BR004,ACTIVE,2020-01-12,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21093,3933,Savings,485459.89,INR,BR003,ACTIVE,2020-06-30,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21094,1991,Savings,353526.34,INR,BR001,ACTIVE,2023-01-23,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21095,2587,Current,323086.81,INR,BR002,ACTIVE,2022-07-30,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21096,3554,Savings,461824.82,INR,BR003,ACTIVE,2023-01-23,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21097,3113,Savings,473250.18,INR,BR001,ACTIVE,2024-07-01,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21098,4638,Savings,438866.43,INR,BR001,ACTIVE,2020-07-20,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21099,3270,Savings,430874.95,INR,BR003,ACTIVE,2022-02-27,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21100,1466,Current,336179.92,INR,BR004,ACTIVE,2022-10-22,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21101,3120,Savings,1801.37,INR,BR002,ACTIVE,2022-09-15,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21102,1888,Savings,215329.01,INR,BR002,ACTIVE,2021-05-24,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21103,3522,Savings,318195.72,INR,BR003,ACTIVE,2024-08-02,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21104,4752,Current,274016.56,INR,BR004,ACTIVE,2022-01-31,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21105,4770,Savings,410742.19,INR,BR001,ACTIVE,2021-11-20,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21106,3703,Savings,409632.24,INR,BR004,ACTIVE,2021-07-01,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21107,1019,Savings,299742.32,INR,BR002,ACTIVE,2021-10-01,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21108,3570,Savings,11975.03,INR,BR003,ACTIVE,2020-12-24,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21109,1784,Savings,185295.65,INR,BR002,ACTIVE,2021-07-11,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21110,2707,Current,115179.48,INR,BR003,ACTIVE,2024-06-09,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21111,1415,Savings,170055.27,INR,BR004,ACTIVE,2022-05-25,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21112,1364,Current,309029.03,INR,BR002,ACTIVE,2024-04-30,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21113,3576,Savings,34164.49,INR,BR004,ACTIVE,2020-03-15,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21114,2104,Savings,12098.78,INR,BR002,ACTIVE,2020-12-20,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21115,1796,Current,218999.59,INR,BR004,ACTIVE,2023-03-29,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21116,2214,Savings,396993.34,INR,BR002,ACTIVE,2024-08-15,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21117,2172,Savings,16318.59,INR,BR003,ACTIVE,2022-11-17,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21118,2699,Current,424675.24,INR,BR004,ACTIVE,2021-03-31,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21119,1443,Current,192555.94,INR,BR004,ACTIVE,2022-06-18,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21120,3313,Savings,59999.48,INR,BR003,ACTIVE,2023-07-21,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21121,4944,Savings,284181.37,INR,BR001,ACTIVE,2022-12-20,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21122,1650,Savings,476227.92,INR,BR002,ACTIVE,2021-05-25,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21123,1509,Savings,271713.94,INR,BR002,ACTIVE,2020-10-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21124,4373,Savings,343630.74,INR,BR003,ACTIVE,2022-02-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21125,1466,Savings,408394.22,INR,BR002,ACTIVE,2022-12-14,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21126,3413,Savings,399870.72,INR,BR004,ACTIVE,2020-09-23,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21127,2423,Savings,37486.25,INR,BR004,ACTIVE,2021-07-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21128,3541,Current,370756.71,INR,BR003,ACTIVE,2023-09-18,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21129,3590,Savings,474775.33,INR,BR004,ACTIVE,2020-01-15,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21130,2840,Savings,350625.46,INR,BR001,ACTIVE,2021-03-25,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21131,2504,Current,418385.00,INR,BR002,ACTIVE,2024-08-03,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21132,4240,Savings,243289.30,INR,BR003,ACTIVE,2024-12-02,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21133,2627,Savings,160215.59,INR,BR003,ACTIVE,2020-08-16,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21134,2115,Savings,338443.37,INR,BR002,ACTIVE,2021-12-22,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21135,1723,Current,246607.79,INR,BR001,ACTIVE,2022-07-13,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21136,1842,Savings,447749.14,INR,BR003,ACTIVE,2022-09-16,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21137,3348,Savings,487216.60,INR,BR002,ACTIVE,2021-02-10,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21138,3222,Current,410081.23,INR,BR001,ACTIVE,2021-07-27,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21139,1646,Savings,496347.13,INR,BR003,ACTIVE,2024-05-01,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21140,4445,Current,174836.93,INR,BR001,ACTIVE,2024-04-17,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21141,1024,Savings,447981.93,INR,BR003,ACTIVE,2023-06-21,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21142,4273,Current,165636.88,INR,BR002,ACTIVE,2022-12-10,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21143,1731,Savings,59901.00,INR,BR002,ACTIVE,2024-08-11,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21144,1007,Current,311065.47,INR,BR002,ACTIVE,2023-05-13,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21145,4078,Current,228039.33,INR,BR001,ACTIVE,2021-03-20,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21146,4702,Current,460927.92,INR,BR004,ACTIVE,2020-04-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21147,4233,Savings,246604.75,INR,BR001,ACTIVE,2021-02-06,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21148,2621,Current,463888.66,INR,BR002,ACTIVE,2021-03-05,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21149,3926,Savings,40238.30,INR,BR003,ACTIVE,2023-08-27,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21150,2272,Savings,415425.41,INR,BR004,ACTIVE,2021-10-24,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21151,1166,Current,379798.02,INR,BR001,ACTIVE,2020-10-12,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21152,1428,Savings,360269.16,INR,BR001,ACTIVE,2022-05-27,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21153,3193,Savings,178212.79,INR,BR003,ACTIVE,2020-07-28,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21154,2535,Savings,392096.06,INR,BR003,ACTIVE,2022-01-17,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21155,4615,Savings,242164.99,INR,BR002,ACTIVE,2024-04-08,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21156,1933,Savings,357886.55,INR,BR001,ACTIVE,2020-06-17,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21157,3557,Savings,276561.35,INR,BR003,ACTIVE,2021-08-07,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21158,3955,Savings,79562.41,INR,BR003,ACTIVE,2020-04-16,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21159,4292,Savings,33214.74,INR,BR004,ACTIVE,2023-08-13,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21160,3693,Current,183727.14,INR,BR002,ACTIVE,2023-12-29,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21161,2600,Savings,466461.62,INR,BR002,ACTIVE,2021-11-18,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21162,3124,Savings,265337.78,INR,BR001,ACTIVE,2021-04-02,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21163,2667,Savings,401293.84,INR,BR003,ACTIVE,2024-06-26,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
21164,1824,Savings,288400.58,INR,BR002,ACTIVE,2021-03-31,2026-09-10 11:36:56.646197,2026-09-10 11:36:56.646197
