txn_id,account_id,txn_type,amount,txn_timestamp,channel,status,created_at
33092,22254,Credit,78356.46,2024-03-21 02:16:00,POS,SUCCESS,2026-09-10 11:37:02.255428
33093,23740,Debit,80208.32,2024-03-21 02:18:49,UPI,SUCCESS,2026-09-10 11:37:02.255428
33094,21003,Credit,53699.65,2024-03-21 05:02:54,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33095,22675,Debit,33458.80,2024-03-21 05:42:19,NEFT,FAILED,2026-09-10 11:37:02.255428
33096,21250,Debit,64081.18,2024-03-21 07:16:54,NEFT,FAILED,2026-09-10 11:37:02.255428
33097,21624,Credit,22614.48,2024-03-21 09:09:50,ATM,SUCCESS,2026-09-10 11:37:02.255428
33098,24407,Debit,13774.78,2024-03-21 09:13:50,UPI,SUCCESS,2026-09-10 11:37:02.255428
33099,22639,Credit,53879.23,2024-03-21 10:26:49,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33100,23513,Credit,47914.76,2024-03-21 11:46:19,POS,SUCCESS,2026-09-10 11:37:02.255428
33101,22704,Credit,15113.21,2024-03-21 11:51:41,ATM,FAILED,2026-09-10 11:37:02.255428
33102,20085,Credit,53087.35,2024-03-21 11:51:58,ATM,SUCCESS,2026-09-10 11:37:02.255428
33103,23115,Credit,54692.18,2024-03-21 12:17:04,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33104,23673,Credit,87164.33,2024-03-21 12:19:43,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33105,24329,Debit,75945.08,2024-03-21 14:41:18,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33106,21374,Credit,21834.81,2024-03-21 15:12:39,POS,SUCCESS,2026-09-10 11:37:02.255428
33107,21464,Credit,81811.41,2024-03-21 15:13:40,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33108,21575,Credit,96904.51,2024-03-21 15:35:52,ATM,SUCCESS,2026-09-10 11:37:02.255428
33109,23034,Debit,71690.29,2024-03-21 16:04:52,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33110,24117,Debit,78721.62,2024-03-21 16:36:25,ATM,SUCCESS,2026-09-10 11:37:02.255428
33111,22093,Debit,26716.34,2024-03-21 18:24:36,UPI,SUCCESS,2026-09-10 11:37:02.255428
33112,22653,Debit,99191.06,2024-03-21 18:38:43,POS,SUCCESS,2026-09-10 11:37:02.255428
33113,22091,Debit,17721.81,2024-03-21 18:48:28,UPI,SUCCESS,2026-09-10 11:37:02.255428
33114,23252,Debit,75110.92,2024-03-21 18:50:14,UPI,SUCCESS,2026-09-10 11:37:02.255428
33115,20297,Debit,39582.41,2024-03-21 21:41:22,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33116,21131,Credit,35751.22,2024-03-21 21:50:47,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33117,22985,Debit,28587.41,2024-03-21 22:21:40,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33118,20717,Debit,44161.97,2024-03-21 22:43:30,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33119,23984,Credit,79108.37,2024-03-21 22:44:51,ATM,SUCCESS,2026-09-10 11:37:02.255428
33120,23185,Credit,94103.16,2024-03-21 22:47:29,ATM,SUCCESS,2026-09-10 11:37:02.255428
33121,24143,Credit,41682.20,2024-03-21 23:38:19,POS,SUCCESS,2026-09-10 11:37:02.255428
33122,21308,Debit,65202.00,2024-03-22 00:05:35,UPI,SUCCESS,2026-09-10 11:37:02.255428
33123,24427,Credit,78843.59,2024-03-22 00:17:00,UPI,SUCCESS,2026-09-10 11:37:02.255428
33124,24332,Debit,10063.64,2024-03-22 00:47:41,POS,SUCCESS,2026-09-10 11:37:02.255428
33125,20862,Credit,96058.31,2024-03-22 01:38:33,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33126,22485,Credit,21242.18,2024-03-22 01:43:14,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33127,21098,Debit,91516.42,2024-03-22 02:13:07,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33128,20571,Credit,98661.62,2024-03-22 02:18:50,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33129,21315,Credit,10130.42,2024-03-22 02:57:17,ATM,SUCCESS,2026-09-10 11:37:02.255428
33130,20948,Debit,89285.45,2024-03-22 03:45:17,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33131,24154,Credit,64126.84,2024-03-22 04:07:49,NEFT,FAILED,2026-09-10 11:37:02.255428
33132,20731,Credit,81810.88,2024-03-22 04:17:21,UPI,SUCCESS,2026-09-10 11:37:02.255428
33133,22844,Credit,10998.86,2024-03-22 04:54:44,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33134,20326,Credit,83442.77,2024-03-22 05:05:28,POS,SUCCESS,2026-09-10 11:37:02.255428
33135,24327,Debit,62640.83,2024-03-22 05:40:36,POS,SUCCESS,2026-09-10 11:37:02.255428
33136,23930,Credit,51110.81,2024-03-22 05:45:38,POS,SUCCESS,2026-09-10 11:37:02.255428
33137,23236,Debit,56047.26,2024-03-22 06:02:15,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33138,21384,Debit,74472.32,2024-03-22 06:05:50,ATM,FAILED,2026-09-10 11:37:02.255428
33139,23282,Debit,29833.91,2024-03-22 06:43:36,POS,SUCCESS,2026-09-10 11:37:02.255428
33140,24074,Credit,94353.38,2024-03-22 06:57:55,POS,SUCCESS,2026-09-10 11:37:02.255428
33141,20555,Credit,30832.89,2024-03-22 07:52:45,POS,SUCCESS,2026-09-10 11:37:02.255428
33142,22471,Credit,87720.31,2024-03-22 08:23:56,POS,SUCCESS,2026-09-10 11:37:02.255428
33143,23205,Debit,1309.94,2024-03-22 09:10:58,ATM,SUCCESS,2026-09-10 11:37:02.255428
33144,20203,Credit,91656.36,2024-03-22 10:36:39,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33145,21588,Debit,85172.62,2024-03-22 10:37:05,ATM,SUCCESS,2026-09-10 11:37:02.255428
33146,20453,Debit,12505.62,2024-03-22 12:14:36,ATM,SUCCESS,2026-09-10 11:37:02.255428
33147,23075,Credit,73718.60,2024-03-22 12:28:24,UPI,SUCCESS,2026-09-10 11:37:02.255428
33148,21113,Debit,37474.10,2024-03-22 12:57:17,ATM,FAILED,2026-09-10 11:37:02.255428
33149,21075,Credit,48029.85,2024-03-22 18:52:25,UPI,SUCCESS,2026-09-10 11:37:02.255428
33150,23525,Credit,6952.46,2024-03-22 19:06:03,ATM,SUCCESS,2026-09-10 11:37:02.255428
33151,20480,Credit,21336.12,2024-03-22 19:44:12,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33152,23205,Credit,95369.24,2024-03-22 21:34:41,UPI,SUCCESS,2026-09-10 11:37:02.255428
33153,23319,Credit,41853.25,2024-03-22 23:01:01,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33154,22934,Credit,2700.43,2024-03-22 23:18:46,ATM,SUCCESS,2026-09-10 11:37:02.255428
33155,23795,Credit,51556.30,2024-03-22 23:39:59,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33156,22444,Debit,99470.44,2024-03-23 00:06:23,ATM,SUCCESS,2026-09-10 11:37:02.255428
33157,24255,Debit,33348.78,2024-03-23 00:30:04,UPI,SUCCESS,2026-09-10 11:37:02.255428
33158,22513,Debit,14207.23,2024-03-23 02:08:29,RTGS,FAILED,2026-09-10 11:37:02.255428
33159,21174,Debit,64390.99,2024-03-23 02:52:17,ATM,SUCCESS,2026-09-10 11:37:02.255428
33160,23062,Debit,91990.45,2024-03-23 03:51:08,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33161,21897,Debit,85929.03,2024-03-23 04:12:55,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33162,22295,Credit,65733.05,2024-03-23 04:19:24,ATM,SUCCESS,2026-09-10 11:37:02.255428
33163,22747,Credit,18496.33,2024-03-23 04:30:40,UPI,SUCCESS,2026-09-10 11:37:02.255428
33164,21356,Credit,78457.55,2024-03-23 04:51:22,POS,SUCCESS,2026-09-10 11:37:02.255428
33165,21195,Debit,82339.87,2024-03-23 05:35:45,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33166,21499,Credit,84969.82,2024-03-23 07:23:10,POS,SUCCESS,2026-09-10 11:37:02.255428
33167,22890,Credit,40453.74,2024-03-23 08:21:45,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33168,21029,Debit,40945.01,2024-03-23 09:28:47,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33169,20516,Debit,15600.19,2024-03-23 11:02:41,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33170,20898,Credit,77291.41,2024-03-23 11:16:38,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33171,24408,Credit,73748.90,2024-03-23 11:41:45,ATM,SUCCESS,2026-09-10 11:37:02.255428
33172,21672,Debit,10065.00,2024-03-23 11:52:54,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33173,22772,Credit,2111.41,2024-03-23 12:07:28,ATM,SUCCESS,2026-09-10 11:37:02.255428
33174,23043,Credit,95176.82,2024-03-23 12:57:46,ATM,SUCCESS,2026-09-10 11:37:02.255428
33175,20694,Debit,1825.11,2024-03-23 13:32:40,POS,SUCCESS,2026-09-10 11:37:02.255428
33176,20159,Debit,62897.01,2024-03-23 13:43:42,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33177,23604,Debit,45418.79,2024-03-23 14:37:03,UPI,SUCCESS,2026-09-10 11:37:02.255428
33178,24489,Debit,77763.61,2024-03-23 14:42:04,UPI,SUCCESS,2026-09-10 11:37:02.255428
33179,20244,Debit,8864.10,2024-03-23 14:43:47,UPI,SUCCESS,2026-09-10 11:37:02.255428
33180,23746,Debit,68269.12,2024-03-23 16:42:05,ATM,SUCCESS,2026-09-10 11:37:02.255428
33181,22950,Credit,61532.76,2024-03-23 17:32:15,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33182,20291,Credit,85374.06,2024-03-23 18:26:23,POS,SUCCESS,2026-09-10 11:37:02.255428
33183,20131,Credit,51902.66,2024-03-23 18:52:18,ATM,SUCCESS,2026-09-10 11:37:02.255428
33184,21415,Credit,72856.38,2024-03-23 19:30:19,ATM,SUCCESS,2026-09-10 11:37:02.255428
33185,23406,Debit,43814.55,2024-03-23 20:57:35,UPI,SUCCESS,2026-09-10 11:37:02.255428
33186,24374,Credit,98399.46,2024-03-23 21:08:23,ATM,SUCCESS,2026-09-10 11:37:02.255428
33187,22190,Debit,55985.17,2024-03-23 21:15:29,UPI,SUCCESS,2026-09-10 11:37:02.255428
33188,23929,Debit,75378.56,2024-03-23 21:17:18,UPI,SUCCESS,2026-09-10 11:37:02.255428
33189,23781,Debit,9384.22,2024-03-23 21:28:39,UPI,SUCCESS,2026-09-10 11:37:02.255428
33190,20393,Credit,46329.32,2024-03-24 00:40:59,ATM,SUCCESS,2026-09-10 11:37:02.255428
33191,22557,Credit,6537.32,2024-03-24 01:06:46,POS,FAILED,2026-09-10 11:37:02.255428
33192,24073,Debit,12258.93,2024-03-24 01:19:14,NEFT,FAILED,2026-09-10 11:37:02.255428
33193,23174,Debit,50662.92,2024-03-24 01:49:49,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33194,22085,Credit,35295.25,2024-03-24 02:19:18,UPI,SUCCESS,2026-09-10 11:37:02.255428
33195,20597,Credit,46036.32,2024-03-24 03:12:32,ATM,SUCCESS,2026-09-10 11:37:02.255428
33196,22482,Debit,49664.80,2024-03-24 03:29:40,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33197,22544,Credit,16059.05,2024-03-24 05:08:47,ATM,SUCCESS,2026-09-10 11:37:02.255428
33198,21560,Debit,36646.56,2024-03-24 05:36:03,ATM,SUCCESS,2026-09-10 11:37:02.255428
33199,23054,Debit,86073.69,2024-03-24 05:42:39,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33200,23198,Debit,85675.44,2024-03-24 05:49:11,UPI,SUCCESS,2026-09-10 11:37:02.255428
33201,22353,Credit,49112.64,2024-03-24 06:09:59,ATM,SUCCESS,2026-09-10 11:37:02.255428
33202,24352,Credit,74939.69,2024-03-24 07:02:01,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33203,21416,Debit,75379.92,2024-03-24 07:39:05,ATM,SUCCESS,2026-09-10 11:37:02.255428
33204,22670,Credit,4506.27,2024-03-24 07:48:51,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33205,21030,Debit,61128.03,2024-03-24 08:06:03,POS,SUCCESS,2026-09-10 11:37:02.255428
33206,20849,Credit,80472.20,2024-03-24 08:26:12,POS,SUCCESS,2026-09-10 11:37:02.255428
33207,22998,Debit,59437.72,2024-03-24 09:54:24,UPI,SUCCESS,2026-09-10 11:37:02.255428
33208,21331,Debit,54201.12,2024-03-24 09:57:08,POS,SUCCESS,2026-09-10 11:37:02.255428
33209,21026,Credit,53168.45,2024-03-24 10:13:34,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33210,23230,Debit,50844.12,2024-03-24 11:37:01,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33211,20818,Debit,77852.99,2024-03-24 14:13:14,POS,SUCCESS,2026-09-10 11:37:02.255428
33212,21223,Debit,64278.98,2024-03-24 16:16:00,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33213,21424,Credit,21628.74,2024-03-24 17:49:28,ATM,SUCCESS,2026-09-10 11:37:02.255428
33214,24179,Debit,43391.49,2024-03-24 18:53:56,ATM,SUCCESS,2026-09-10 11:37:02.255428
33215,23023,Credit,52909.66,2024-03-24 19:40:45,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33216,23511,Debit,41953.19,2024-03-24 20:48:25,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33217,23534,Debit,23834.39,2024-03-24 21:03:58,UPI,SUCCESS,2026-09-10 11:37:02.255428
33218,23117,Credit,12561.60,2024-03-24 21:14:46,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33219,24271,Credit,11819.50,2024-03-24 22:19:54,UPI,SUCCESS,2026-09-10 11:37:02.255428
33220,21569,Debit,29699.16,2024-03-24 23:43:23,POS,SUCCESS,2026-09-10 11:37:02.255428
33221,24480,Debit,40325.25,2024-03-24 23:54:56,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33222,23938,Debit,68319.48,2024-03-25 00:15:28,ATM,SUCCESS,2026-09-10 11:37:02.255428
33223,20408,Debit,98493.20,2024-03-25 00:46:36,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33224,21109,Credit,89745.86,2024-03-25 02:20:24,NEFT,FAILED,2026-09-10 11:37:02.255428
33225,22904,Credit,81388.41,2024-03-25 02:53:45,UPI,SUCCESS,2026-09-10 11:37:02.255428
33226,23685,Credit,81392.23,2024-03-25 03:49:16,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33227,22512,Debit,59646.89,2024-03-25 04:01:28,ATM,SUCCESS,2026-09-10 11:37:02.255428
33228,23346,Debit,25350.69,2024-03-25 04:34:57,ATM,FAILED,2026-09-10 11:37:02.255428
33229,23258,Debit,47246.83,2024-03-25 05:08:57,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33230,21072,Debit,14341.15,2024-03-25 05:28:49,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33231,24363,Credit,56686.42,2024-03-25 05:53:16,NEFT,FAILED,2026-09-10 11:37:02.255428
33232,23218,Debit,2397.77,2024-03-25 06:52:53,ATM,SUCCESS,2026-09-10 11:37:02.255428
33233,21040,Credit,19027.57,2024-03-25 07:16:28,UPI,SUCCESS,2026-09-10 11:37:02.255428
33234,23369,Debit,71258.24,2024-03-25 07:16:52,ATM,SUCCESS,2026-09-10 11:37:02.255428
33235,22497,Credit,27761.55,2024-03-25 07:40:23,RTGS,FAILED,2026-09-10 11:37:02.255428
33236,23627,Credit,42054.23,2024-03-25 09:15:47,UPI,SUCCESS,2026-09-10 11:37:02.255428
33237,23499,Debit,83222.89,2024-03-25 09:44:54,RTGS,FAILED,2026-09-10 11:37:02.255428
33238,20347,Debit,4551.35,2024-03-25 09:53:06,ATM,SUCCESS,2026-09-10 11:37:02.255428
33239,23356,Debit,2371.13,2024-03-25 11:37:37,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33240,23635,Credit,22975.82,2024-03-25 11:41:29,UPI,SUCCESS,2026-09-10 11:37:02.255428
33241,20377,Credit,68475.89,2024-03-25 12:03:35,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33242,23452,Credit,23688.47,2024-03-25 12:21:55,POS,SUCCESS,2026-09-10 11:37:02.255428
33243,22470,Debit,86383.47,2024-03-25 12:22:22,UPI,SUCCESS,2026-09-10 11:37:02.255428
33244,20932,Debit,35249.64,2024-03-25 12:27:27,ATM,SUCCESS,2026-09-10 11:37:02.255428
33245,21852,Debit,28422.77,2024-03-25 12:43:41,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33246,20764,Credit,23368.02,2024-03-25 12:51:19,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33247,22267,Credit,57439.64,2024-03-25 14:34:39,ATM,SUCCESS,2026-09-10 11:37:02.255428
33248,24153,Credit,85645.50,2024-03-25 14:47:07,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33249,24210,Credit,40665.62,2024-03-25 15:12:01,POS,SUCCESS,2026-09-10 11:37:02.255428
33250,23318,Debit,25326.45,2024-03-25 15:43:40,ATM,SUCCESS,2026-09-10 11:37:02.255428
33251,22352,Debit,42144.54,2024-03-25 16:07:38,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33252,23046,Debit,90488.50,2024-03-25 17:44:02,UPI,SUCCESS,2026-09-10 11:37:02.255428
33253,23387,Debit,33520.30,2024-03-25 18:14:30,POS,SUCCESS,2026-09-10 11:37:02.255428
33254,21100,Credit,65609.22,2024-03-25 18:34:52,ATM,SUCCESS,2026-09-10 11:37:02.255428
33255,22351,Credit,33040.98,2024-03-25 18:49:55,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33256,22959,Credit,67508.31,2024-03-25 19:08:19,POS,SUCCESS,2026-09-10 11:37:02.255428
33257,21648,Credit,88112.97,2024-03-25 20:40:17,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33258,22782,Credit,59896.02,2024-03-25 20:49:53,POS,SUCCESS,2026-09-10 11:37:02.255428
33259,23656,Credit,94749.45,2024-03-25 20:52:15,ATM,SUCCESS,2026-09-10 11:37:02.255428
33260,21500,Debit,60191.57,2024-03-25 21:25:39,UPI,SUCCESS,2026-09-10 11:37:02.255428
33261,20002,Debit,97490.10,2024-03-25 21:39:43,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33262,22105,Credit,72400.67,2024-03-25 23:36:54,ATM,SUCCESS,2026-09-10 11:37:02.255428
33263,20458,Credit,65313.55,2024-03-25 23:57:31,UPI,SUCCESS,2026-09-10 11:37:02.255428
33264,20541,Debit,83000.34,2024-03-26 00:34:47,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33265,23164,Credit,1208.17,2024-03-26 01:24:51,ATM,SUCCESS,2026-09-10 11:37:02.255428
33266,21821,Credit,25799.22,2024-03-26 02:20:12,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33267,22387,Debit,21687.45,2024-03-26 02:43:50,UPI,SUCCESS,2026-09-10 11:37:02.255428
33268,23443,Credit,11178.72,2024-03-26 03:09:04,UPI,SUCCESS,2026-09-10 11:37:02.255428
33269,22807,Debit,93784.89,2024-03-26 03:15:51,POS,SUCCESS,2026-09-10 11:37:02.255428
33270,24352,Debit,13187.11,2024-03-26 04:58:34,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33271,23981,Credit,26357.38,2024-03-26 04:59:25,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33272,21083,Debit,33582.88,2024-03-26 05:13:55,POS,SUCCESS,2026-09-10 11:37:02.255428
33273,20376,Debit,62500.33,2024-03-26 05:29:54,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33274,21537,Credit,76769.68,2024-03-26 07:03:00,ATM,SUCCESS,2026-09-10 11:37:02.255428
33275,20387,Credit,60507.13,2024-03-26 07:22:17,UPI,SUCCESS,2026-09-10 11:37:02.255428
33276,20812,Debit,74920.54,2024-03-26 07:50:20,POS,SUCCESS,2026-09-10 11:37:02.255428
33277,20183,Debit,40272.21,2024-03-26 08:19:32,UPI,SUCCESS,2026-09-10 11:37:02.255428
33278,22364,Debit,99578.25,2024-03-26 08:21:35,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33279,21471,Debit,17092.22,2024-03-26 09:10:24,UPI,SUCCESS,2026-09-10 11:37:02.255428
33280,23743,Credit,40036.04,2024-03-26 09:12:01,POS,SUCCESS,2026-09-10 11:37:02.255428
33281,21784,Debit,83235.08,2024-03-26 09:46:14,ATM,SUCCESS,2026-09-10 11:37:02.255428
33282,23300,Debit,24751.34,2024-03-26 11:10:03,POS,SUCCESS,2026-09-10 11:37:02.255428
33283,22877,Debit,75109.22,2024-03-26 11:24:42,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33284,22860,Credit,36491.61,2024-03-26 12:01:43,UPI,SUCCESS,2026-09-10 11:37:02.255428
33285,21823,Credit,17841.87,2024-03-26 13:04:09,POS,SUCCESS,2026-09-10 11:37:02.255428
33286,22993,Debit,40393.71,2024-03-26 14:55:24,POS,SUCCESS,2026-09-10 11:37:02.255428
33287,24398,Debit,78500.37,2024-03-26 15:14:00,ATM,SUCCESS,2026-09-10 11:37:02.255428
33288,22699,Credit,11284.32,2024-03-26 18:17:41,UPI,SUCCESS,2026-09-10 11:37:02.255428
33289,21089,Debit,51658.55,2024-03-26 19:03:08,UPI,SUCCESS,2026-09-10 11:37:02.255428
33290,21493,Credit,74161.51,2024-03-26 19:34:07,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33291,22420,Credit,75182.05,2024-03-26 19:56:41,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33292,21354,Debit,39019.71,2024-03-26 20:11:45,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33293,22057,Debit,46697.19,2024-03-26 20:31:09,UPI,SUCCESS,2026-09-10 11:37:02.255428
33294,21428,Debit,85690.92,2024-03-26 22:19:17,POS,SUCCESS,2026-09-10 11:37:02.255428
33295,20643,Debit,20916.95,2024-03-26 22:31:12,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33296,20648,Debit,99259.99,2024-03-26 22:42:57,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33297,20914,Credit,41981.79,2024-03-26 22:52:31,POS,SUCCESS,2026-09-10 11:37:02.255428
33298,23870,Debit,27617.59,2024-03-26 23:07:52,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33299,22326,Credit,359.68,2024-03-27 01:47:02,NEFT,FAILED,2026-09-10 11:37:02.255428
33300,20906,Debit,12589.81,2024-03-27 01:49:12,UPI,SUCCESS,2026-09-10 11:37:02.255428
33301,22550,Debit,75675.25,2024-03-27 01:58:17,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33302,20993,Debit,64958.16,2024-03-27 02:27:58,POS,SUCCESS,2026-09-10 11:37:02.255428
33303,23559,Credit,24725.99,2024-03-27 02:52:30,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33304,22371,Credit,92707.61,2024-03-27 03:23:14,POS,FAILED,2026-09-10 11:37:02.255428
33305,21233,Credit,83585.23,2024-03-27 03:23:25,UPI,SUCCESS,2026-09-10 11:37:02.255428
33306,21327,Debit,27000.46,2024-03-27 03:58:33,UPI,SUCCESS,2026-09-10 11:37:02.255428
33307,23364,Credit,33075.78,2024-03-27 04:30:57,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33308,24013,Credit,18556.89,2024-03-27 06:10:03,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33309,23923,Credit,64291.63,2024-03-27 06:43:32,POS,SUCCESS,2026-09-10 11:37:02.255428
33310,22721,Debit,70143.63,2024-03-27 07:30:06,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33311,22112,Credit,39648.52,2024-03-27 08:14:38,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33312,21791,Credit,73742.15,2024-03-27 08:41:37,UPI,SUCCESS,2026-09-10 11:37:02.255428
33313,20410,Debit,99157.51,2024-03-27 08:45:20,UPI,SUCCESS,2026-09-10 11:37:02.255428
33314,21655,Credit,61233.63,2024-03-27 09:02:41,NEFT,FAILED,2026-09-10 11:37:02.255428
33315,24188,Debit,64963.46,2024-03-27 09:28:34,UPI,FAILED,2026-09-10 11:37:02.255428
33316,23590,Credit,37446.85,2024-03-27 09:43:40,ATM,SUCCESS,2026-09-10 11:37:02.255428
33317,23979,Credit,1157.58,2024-03-27 11:30:10,UPI,SUCCESS,2026-09-10 11:37:02.255428
33318,21070,Debit,95396.74,2024-03-27 12:13:40,ATM,PENDING,2026-09-10 11:37:02.255428
33319,22673,Credit,77257.24,2024-03-27 13:08:54,ATM,SUCCESS,2026-09-10 11:37:02.255428
33320,20941,Debit,69587.26,2024-03-27 13:10:43,ATM,SUCCESS,2026-09-10 11:37:02.255428
33321,22658,Credit,3078.07,2024-03-27 13:35:36,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33322,22004,Debit,75925.31,2024-03-27 14:15:19,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33323,22755,Credit,67041.42,2024-03-27 14:38:26,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33324,23484,Credit,56933.72,2024-03-27 15:18:50,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33325,23486,Debit,62397.71,2024-03-27 15:48:35,ATM,SUCCESS,2026-09-10 11:37:02.255428
33326,20661,Debit,91844.78,2024-03-27 16:32:32,ATM,SUCCESS,2026-09-10 11:37:02.255428
33327,22944,Credit,768.37,2024-03-27 16:51:44,ATM,SUCCESS,2026-09-10 11:37:02.255428
33328,20306,Debit,15781.52,2024-03-27 17:44:38,UPI,SUCCESS,2026-09-10 11:37:02.255428
33329,20857,Credit,89486.24,2024-03-27 18:30:35,POS,SUCCESS,2026-09-10 11:37:02.255428
33330,22942,Debit,920.25,2024-03-27 19:16:20,POS,SUCCESS,2026-09-10 11:37:02.255428
33331,20449,Debit,90373.25,2024-03-27 19:41:55,UPI,PENDING,2026-09-10 11:37:02.255428
33332,22923,Debit,3060.22,2024-03-27 19:48:49,POS,SUCCESS,2026-09-10 11:37:02.255428
33333,22851,Debit,77955.84,2024-03-27 20:12:33,POS,PENDING,2026-09-10 11:37:02.255428
33334,22795,Credit,89103.23,2024-03-27 21:02:44,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33335,21231,Debit,61291.47,2024-03-27 21:25:13,POS,SUCCESS,2026-09-10 11:37:02.255428
33336,22776,Credit,64179.96,2024-03-27 21:57:55,UPI,SUCCESS,2026-09-10 11:37:02.255428
33337,20482,Credit,5151.32,2024-03-27 22:23:56,ATM,SUCCESS,2026-09-10 11:37:02.255428
33338,23069,Credit,21168.03,2024-03-28 03:10:41,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33339,23428,Credit,89957.23,2024-03-28 04:00:03,POS,SUCCESS,2026-09-10 11:37:02.255428
33340,21161,Credit,82389.23,2024-03-28 06:18:59,UPI,SUCCESS,2026-09-10 11:37:02.255428
33341,21193,Credit,6048.81,2024-03-28 06:28:18,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33342,24326,Credit,81317.21,2024-03-28 06:33:31,NEFT,SUCCESS,2026-09-10 11:37:02.255428
33343,21518,Debit,42406.10,2024-03-28 06:52:07,RTGS,SUCCESS,2026-09-10 11:37:02.255428
33344,22025,Credit,56116.19,2024-03-28 07:29:51,NEFT,SUCCESS,2026-09-10 11:37:02.255428
